Incident ID,Date,Governorate,District,Area,Target,Main category,Sub-category,Time,Air Raids,Naval,Unknown Time,Comments
02812,17/08/2015,Sanaa,Bilad Al-Rus,Naqil Yaslih,Sand truck,Economic_infrastructure,Private business,unkn,1,,Midday,
02813,17/08/2015,Sanaa,Bilad Al-Rus,Naqil Yaslih,Cars workshop,Economic_infrastructure,Private business,unkn,1,,Midday,
02814,17/08/2015,Sanaa,Nihm,Sana'a-Marib road,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Night,
02815,17/08/2015,Bayda,Mukayras,"Ma;adhin, Al-Sho'our",Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,unkn,
02816,17/08/2015,Hudaydah,Al-Hudaydah City,-,Hostel,Infrastructure,Sport Facility,unkn,6,,Morning,
02817,17/08/2015,Hudaydah,Al-Mina,-,Al-Hudaydah port,Infrastructure,Transport,unkn,unkn,,Night,
02818,17/08/2015,Hudaydah,Al-Mina,-,Air Defence Military Camp,Military_Security_Target,Military Site,unkn,unkn,,Night,
02819,17/08/2015,Ibb,Al-Makhader,Naqil Samarah,Pro-Houthi reinforcement,Military_Security_Target,Moving Target (weapons/fighters),unkn,unkn,,Early-Morning,
02820,17/08/2015,Ibb,Jiblah,-,House,Political_Tribal,Figure,unkn,unkn,,Early-Morning,
02821,17/08/2015,Ibb,Jiblah,Al-Qarameah neighbourhood,Residential Area,Civilian,Residential Area,unkn,1,,unkn,
02822,17/08/2015,Jawf,Al-Hazm,-,Al-Shabikah checkpoint,Military_Security_Target,Checkpoints,unkn,unkn,,Evening,
02823,17/08/2015,Jawf,Al-Hazm,-,Military Axis,Military_Security_Target,Military Site,unkn,unkn,,Evening,
02824,17/08/2015,Marib,Sirwah,Al-Mukhaddarah,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Midday,
02825,17/08/2015,Marib,Marib,"Al-Jufainah, Al-Faw",Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Midday,
02826,17/08/2015,Marib,Marib,Halhalan,Halhalan bridge,Infrastructure,Transport,unkn,unkn,,unkn,
02827,17/08/2015,Marib,Marib,"Al-Jufainah, Al-Balaq",Pro-Houthi forces,Military_Security_Target,Forces,unkn,6,,Afternoon,
02828,17/08/2015,Saada,Sihar,"Al-Talh, Sabir",-,Unknown,Unknown,unkn,8,,unkn,
02829,17/08/2015,Saada,Kitaf Wa Al-Boqe'e,Al-Fara'a,Stores,Economic_infrastructure,Private business,unkn,12,,unkn,
02830,17/08/2015,Saada,Saqain,Al-Marazim,-,Unknown,Unknown,unkn,2,,unkn,
02831,17/08/2015,Shabwa,Bayhan,-,19th Infantry Brigade,Military_Security_Target,Military Site,unkn,unkn,,Midday,
02832,17/08/2015,Taiz,Al-Mukha,-,Al-Mukha port,Infrastructure,Transport,unkn,unkn,,Night,
02833,18/08/2015,Capital,Bani Al-Harith,Al-Rahabah,Al-Daylami Airbase,Military_Security_Target,Military Site,unkn,7,,Night,
02834,18/08/2015,Sanaa,Arhab,Bait Marran,-,Unknown,Unknown,unkn,unkn,,Midday,
02835,18/08/2015,Sanaa,Khawlan,Al-Orqoub,Al-Orqoub Military Camp,Military_Security_Target,Military Site,unkn,unkn,,Midday,
02836,18/08/2015,Sanaa,Nihm,Bait Dahrah,Bait Dahrah Military Camp,Military_Security_Target,Military Site,unkn,unkn,,unkn,
02837,18/08/2015,Sanaa,Bani Hushaysh,Bait Ghadharan,-,Unknown,Unknown,unkn,3,,unkn,
02838,18/08/2015,Amran,Amran,THe City,Educational trade syndicate,Infrastructure,Gov. Compounds,unkn,1,,Evening,
02839,18/08/2015,Amran,Amran,The City,GPC HQ,Political_Tribal,HQ,unkn,2,,Evening,
02840,18/08/2015,Dhamar,Otmah,"Otmah mountain junction, Oswah, Al-Daqiqah",Pro-Houthi forces,Military_Security_Target,Forces,unkn,3,,Early-Morning,
02841,18/08/2015,Hajja,Harad,Al-Madahishah,Missiles launcher,Military_Security_Target,Military Site,unkn,3,,Morning,
02842,18/08/2015,Hudaydah,Al-Mina,-,Naval Base,Military_Security_Target,Military Site,unkn,unkn,,Early-Morning,
02843,18/08/2015,Hudaydah,Al-Hawk,-,Tihama Developing Authority,Infrastructure,Gov. Compounds,unkn,4,,Midday,
02844,18/08/2015,Hudaydah,Al-Dhuha,-,Residential Area,Civilian,Residential Area,unkn,unkn,,unkn,
02845,18/08/2015,Hudaydah,Al-Zuhrah,Khamees Al-Wa'idhat,Water trucks,Economic_infrastructure,Food (storage/transportation),unkn,unkn,,unkn,
02846,18/08/2015,Ibb,Ba'dan,Naqil Ba'dan,Checkpoint,Military_Security_Target,Checkpoints,unkn,1,,Early-Morning,
02847,18/08/2015,Marib,Sirwah,Habab,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Morning,
02848,18/08/2015,Marib,Majzar,Barakish City,-,cultural_heritage,Historical buildings/Towns,unkn,7,,unkn,
02849,18/08/2015,Saada,Razih,-,-,Unknown,Unknown,unkn,2,,unkn,
02850,18/08/2015,Saada,Sihar,Bani Muadh,Residential Areas and farms,Civilian,Residential Area,unkn,6,,unkn,
02851,19/08/2015,Sanaa,Arhab,Al-Farijah,Al-Farijah Military Camp,Military_Security_Target,Military Site,unkn,unkn,,Early-Morning,
02852,19/08/2015,Sanaa,Nihm,Bait Dahrah,63rd Mechanized Infantry Brigade,Military_Security_Target,Military Site,unkn,unkn,,Early-Morning,
02853,19/08/2015,Sanaa,Khawlan,Al-Orqoub,Al-Orqoub Military Camp,Military_Security_Target,Military Site,unkn,5,,unkn,
02854,19/08/2015,Bayda,Mukayras,-,117th Mechanized Infantry Brigade (Al-Majd Military Camp),Military_Security_Target,Military Site,unkn,unkn,,Midday,
02855,19/08/2015,Bayda,Mukayras,Mukayras market,building,Civilian,Residential Area,unkn,unkn,,Midday,
02856,19/08/2015,Bayda,Mukayras,"Aqabat Thurrah, Burkan",Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Midday,
02857,19/08/2015,Marib,Sirwah,Kawfal,Kawfal Military Camp,Military_Security_Target,Military Site,unkn,15+,,Morning,
02858,19/08/2015,Marib,Marib,"Al-Jufainah, Al-Balaq",Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,unkn,
02859,19/08/2015,Marib,Marib,-,Marib old dam,cultural_heritage,Other,unkn,unkn,,unkn,
02860,19/08/2015,Saada,Kitaf Wa Al-Boqe'e,"Al-Qama'a, Sharwah, Mara' mountain",-,Unknown,Unknown,unkn,8,,unkn,
02861,19/08/2015,Saada,Shada'a,-,Residential Area,Civilian,Residential Area,unkn,7,,unkn,Same Report
02862,19/08/2015,Saada,Al-Dhaher,Al-Hassamah,Residential Area,Civilian,Residential Area,unkn,7,,unkn,
02863,19/08/2015,Taiz,Salah,Al-Kamb,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Night,
02864,20/08/2015,Capital,Bani Al-Harith,Al-Rahabah,Al-Daylami Airbase,Military_Security_Target,Military Site,unkn,10+,,Morning,
02865,20/08/2015,Capital,Bani Al-Harith,Al-Rahabah,Sana'a International Airport,Infrastructure,Transport,unkn,unkn,,Morning,
02866,20/08/2015,Sanaa,Bani Matar,Al-Sobahah,Special Forces Military Camp,Military_Security_Target,Military Site,unkn,3,,Morning,
02867,20/08/2015,Sanaa,Arhab,-,House,Political_Tribal,Figure,unkn,10+,,Morning,
02868,20/08/2015,Sanaa,Arhab,Bawsan,Abo Nashtan religious centre,Educational_facility,Other,unkn,8+,,Midday,
02869,20/08/2015,Sanaa,Nihm,Bait Dahrah,63rd Mechanized Infantry Brigade,Military_Security_Target,Military Site,unkn,unkn,,Midday,
02870,20/08/2015,Sanaa,Hamdan,Al-Haqqah,Farms,Economic_infrastructure,Farms,unkn,7,,unkn,
02871,20/08/2015,Hajja,Harad,Al-Tanabikah village,-,Civilian,Residential Area,unkn,unkn,,unkn,
02872,20/08/2015,Hudaydah,Al-Mina,Al-Katheeb,Naval Base,Military_Security_Target,Military Site,unkn,2,,Evening,
02873,20/08/2015,Marib,Marib,"Dam junction, Old City, Al-Jufainah",-,Unknown,Unknown,unkn,5,,unkn,
02874,20/08/2015,Marib,,,,Unknown,Unknown,unkn,unkn,,unkn,
02875,20/08/2015,Saada,Haydan,"Wadi Layh, Marran",On the main road and some houses,Civilian,Residential Area,unkn,unkn,,unkn,
02876,20/08/2015,Saada,Kitaf Wa Al-Boqe'e,Al-Mojdie,-,Unknown,Unknown,unkn,unkn,,unkn,
02877,20/08/2015,Taiz,Al-Mudhaffar,Al-Noor City,Air Defence Military Camp,Military_Security_Target,Military Site,unkn,unkn,,Early-Morning,
02878,20/08/2015,Taiz,Salah,Al-Kamb,SSF camp,Military_Security_Target,Military Site,unkn,1,,Early-Morning,
02879,20/08/2015,Taiz,Al-Mudhaffar,Al-Hasab,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Early-Morning,
02880,20/08/2015,Taiz,Salah,Softil junction,Tank,Military_Security_Target,Moving Target (weapons/fighters),unkn,unkn,,Early-Morning,
02881,20/08/2015,Taiz,Salah,Al-Kamb,Republican Palace,Military_Security_Target,Military Site,unkn,unkn,,Evening,
02882,20/08/2015,Taiz,Salah,"Al-Askary, Al-Juhmaliyah",Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Evening,
02883,20/08/2015,Taiz,Salah,-,Residential Area,Civilian,Residential Area,unkn,unkn,,Evening,
02884,20/08/2015,Taiz,Al-Taiziyah,Al-Janad,22nd Armoured Brigade,Military_Security_Target,Military Site,unkn,unkn,,Evening,
02885,20/08/2015,Taiz,Al-Mudhaffar,-,35th Armoured Brigade,Military_Security_Target,Military Site,unkn,unkn,,Evening,
02886,20/08/2015,Taiz,Mawyah,Awman mountain,Air Defence Military Camp,Military_Security_Target,Military Site,unkn,unkn,,Evening,
02887,21/08/2015,Bayda,Mukayras,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,unkn,
02888,21/08/2015,Ibb,Ibb,Harathah mountain,Bin Ladin resort,Infrastructure,Parks/Resorts,unkn,5,,Early-Morning,
02889,21/08/2015,Ibb,Jiblah,Al-Jarajir,Anti-Houthi groups,Military_Security_Target,Forces,unkn,unkn,,Early-Morning,
02890,21/08/2015,Ibb,Ibb,Harathah,Tank,Military_Security_Target,Moving Target (weapons/fighters),unkn,2,,Evening,
02891,21/08/2015,Ibb,Ibb,Shiban,SSF camp,Military_Security_Target,Military Site,unkn,unkn,,Night,
02892,21/08/2015,Ibb,Ibb,Waraf,Al-Soloub Military Site,Military_Security_Target,Military Site,unkn,1,,Night,
02893,21/08/2015,Lahj,Al-Qabbaytah,Karish,Pro-Houthi forces,Military_Security_Target,Forces,unkn,4,,Afternoon,
02894,21/08/2015,Marib,Sirwah,"Al-Mukhaddarah, Al-dheeq junction",Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Night,
02895,21/08/2015,Marib,Majzar,Mas,Mas Military Camp,Military_Security_Target,Military Site,unkn,2,,Night,
02896,21/08/2015,Marib,Majzar,"Al-Jawf junction, Sana'a-Marib road",Pro-Houthi forces,Military_Security_Target,Military Site,unkn,4,,Night,
02897,21/08/2015,Saada,Sa'ada,The City,-,Unknown,Unknown,unkn,unkn,,unkn,
02898,21/08/2015,Saada,Kitaf Wa Al-Boqe'e,"Al-Qama'a, Al-Far', Al-Rasifat","Farms, stores and houses",Civilian,Residential Area,unkn,unkn,,unkn,
02899,21/08/2015,Saada,Sihar,"Bani Mouadh, Al-Musalhaqat","Farms, stores and houses",Civilian,Residential Area,unkn,unkn,,unkn,
02900,21/08/2015,Saada,Haydan,Marran,Residential area,Civilian,Residential Area,unkn,6,,unkn,
02901,21/08/2015,Saada,Razih,-,"Farms, stores and houses",Civilian,Residential Area,unkn,unkn,,unkn,
02902,21/08/2015,Saada,Al-Dhaher,-,"Farms, stores and houses",Civilian,Residential Area,unkn,unkn,,unkn,
02903,21/08/2015,Taiz,Salah,Al-Kamb,SSF camp,Military_Security_Target,Military Site,unkn,unkn,,unkn,
02904,21/08/2015,Taiz,Salah,Al-Kamb,Republican Palace,Military_Security_Target,Military Site,unkn,unkn,,unkn,
02905,21/08/2015,Taiz,Salah,-,Imam Palace,Cultural_heritage,Historical buildings/Towns,unkn,unkn,,unkn,
02906,21/08/2015,Taiz,Al-Mudhaffar,Beer Basha,Al-Saqr club,Infrastructure,Sport Facility,unkn,unkn,,unkn,
02907,21/08/2015,Taiz,Mawyah,Awman mountain,Military Site,Military_Security_Target,Military Site,unkn,unkn,,unkn,
02908,21/08/2015,Taiz,Al-Mukha,-,Al-Mukha port,Infrastructure,Transport,unkn,4,,Afternoon,
02909,21/08/2015,Taiz,Al-Mukha,-,Coastal region HQ,Military_Security_Target,Military Site,unkn,2,,Afternoon,
02910,21/08/2015,Taiz,Al-Mukha,-,Air Defence Military Camp,Military_Security_Target,Military Site,unkn,unkn,,Afternoon,
02911,21/08/2015,Taiz,Dhubab,Bab Al-Mandab,117th  Infantry Brigade,Military_Security_Target,Military Site,unkn,5,,Evening,
02912,21/08/2015,Taiz,Dhubab,Al-Omary,Al-Omary Military Camp,Military_Security_Target,Military Site,unkn,2,,Evening,
02913,22/08/2015,Bayda,Al-Zahir,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Morning,
02914,22/08/2015,Bayda,Al-Sawadiyah,-,26th Mechanized Infantry Brigade,Military_Security_Target,Military Site,unkn,unkn,,Midday,
02915,22/08/2015,Hajja,Harad,-,6 Military trucks,Military_Security_Target,Moving Target (weapons/fighters),unkn,unkn,,unkn,
02916,22/08/2015,Ibb,Ibb,Haratah,Bin Ladin resort,Infrastructure,Parks/Resorts,unkn,2,,Night,
02917,22/08/2015,Marib,Majzar,-,Al-Jafrah hospital,Medical_Facility,Hospital,unkn,2,,Midday,
02918,22/08/2015,Marib,Majzar,-,Security HQ,Military_Security_Target,Military Site,unkn,3,,Midday,
02919,22/08/2015,Marib,Sirwah,Al-Masadir,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Afternoon,
02920,22/08/2015,Saada,Sihar,-,-,Unknown,Unknown,unkn,30+,,unkn,
02921,22/08/2015,Saada,Haydan,Marran,Al-Majazain market,Civilian,Market place,unkn,8,,unkn,
02922,22/08/2015,Shabwa,Asilan,Hama junction,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Evening,
02923,22/08/2015,Taiz,Al-Taiziyah,Hamad Taiybah,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Midday,
02924,22/08/2015,Taiz,Mawyah,Mawyah junction,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Afternoon,
02925,23/08/2015,Bayda,Al-Sawadiyah,-,Saif Al-Sawadi hospital,Medical_Facility,Hospital,unkn,3,,unkn,
02926,23/08/2015,Bayda,Al-Bayda City,-,SSF camp,Military_Security_Target,Military Site,unkn,unkn,,Midday,
02927,23/08/2015,Bayda,Al-Bayda City,-,Governmental compound,Infrastructure,Gov. Compounds,unkn,unkn,,Midday,
02928,23/08/2015,Bayda,Al-Bayda City,-,Technical institute,Educational_facility,Institute,unkn,unkn,,Midday,
02929,23/08/2015,Bayda,Al-Bayda City,-,Hostel,Infrastructure,Sport Facility,unkn,unkn,,Midday,
02930,23/08/2015,Bayda,Al-Bayda City,-,Rescue Military Camp,Military_Security_Target,Military Site,unkn,unkn,,Midday,
02931,23/08/2015,Bayda,Al-Bayda City,Hayd Al-Atheemah,Telecommunications Towers,Infrastructure,Communication,unkn,unkn,,Midday,
02932,23/08/2015,Hajja,Wadharah,"Jarees, Sha'lal, Al-Maqadimah",Pro-Houthi forces,Military_Security_Target,Forces,unkn,4,,Night,
02933,23/08/2015,Hudaydah,Al-Hudaydah City,-,Military Police,Military_Security_Target,Military Site,unkn,5,,Midday,
02934,23/08/2015,Hudaydah,Al-Hali,-,Police Oficcers club,Military_Security_Target,Military Site,unkn,unkn,,Midday,
02935,23/08/2015,Hudaydah,Al-Hali,-,Central library,Educational_facility,Other,unkn,unkn,,Midday,
02936,23/08/2015,Ibb,Ibb,Harathah mountain,Missiles launchers,Military_Security_Target,Military Site,unkn,3,,Midday,
02937,23/08/2015,Marib,Sirwah,Al-Dheeq juction,-,Unknown,Unknown,unkn,9,,Midday,
02938,23/08/2015,Marib,Majzar,"Halhalan, Al-Jawf junction",Pro-Houthi forces,Military_Security_Target,Forces,unkn,4,,Midday,
02939,23/08/2015,Saada,Haydan,Marran,Residential Area,Civilian,Residential Area,unkn,21+,,unkn,
02940,23/08/2015,Saada,Sihar,-,Farms. Houses and Stores,Civilian,Residential Area,unkn,unkn,,unkn,
02941,23/08/2015,Saada,Majz,Al-Khaza'in,Weapons storage,Military_Security_Target,Weapon storage,unkn,unkn,,unkn,
02942,23/08/2015,Taiz,Dhubab,Bab A-Mandab,117th  Infantry Brigade,Military_Security_Target,Military Site,unkn,20,,unkn,
02943,23/08/2015,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,unkn,unkn,,unkn,
02944,23/08/2015,Taiz,Al-Mukha,-,Al-Mukha port,Infrastructure,Transport,unkn,unkn,,unkn,
02945,24/08/2015,Hajja,Bakil Al-Mir,-,Mountainous sites,Unknown,Unknown,unkn,unkn,,Early-Morning,
02946,24/08/2015,Hajja,Harad,Al-Mihdhar,Al-Mihdhar Military Site,Military_Security_Target,Military Site,unkn,3,,Early-Morning,
02947,24/08/2015,Hajja,Harad,South of the City,Empty place,Unknown,Unknown,unkn,1,,Early-Morning,
02948,24/08/2015,Hudaydah,Al-Hudaydah City,-,Military HQ,Military_Security_Target,Military Site,unkn,unkn,,Midday,
02949,24/08/2015,Hudaydah,Al-Hudaydah City,Airport road,Military Engineering Unit,Military_Security_Target,Weapon storage,unkn,unkn,,Midday,
02950,24/08/2015,Hudaydah,Al-Hudaydah City,Naer Al-Thawrah hospital,Military Site,Military_Security_Target,Military Site,unkn,1,,Midday,
02951,24/08/2015,Hudaydah,Al-Hawk,-,Tihama Developing Authority,Infrastructure,Gov. Compounds,unkn,unkn,,Afternoon,
02952,24/08/2015,Hudaydah,Al-Mansoriyah,-,Asma school,Educational_facility,School,unkn,unkn,,unkn,
02953,24/08/2015,Ibb,Al-Saddah,Al-Mesqah village,Civilian's house,Civilian,Residential Area,unkn,unkn,,unkn,
02954,24/08/2015,Marib,Sirwah,Al-Mashjah,Scud missile ,Military_Security_Target,Moving Target (weapons/fighters),unkn,unkn,,unkn,
02955,24/08/2015,Marib,Marib,"Al-Jufainah, Al-Fao, Al-Dashosh",Pro-Houthi forces,Military_Security_Target,Forces,unkn,10+,,unkn,
02956,24/08/2015,Marib,Sirwah,Al-Zoor,Pro-Houthi forces,Military_Security_Target,Forces,unkn,5,,unkn,
02957,24/08/2015,Saada,Razih,Bani Sayah,Residential Area,Civilian,Residential Area,unkn,unkn,,unkn,
02958,24/08/2015,Saada,Monabbih,Shawdhan,Civilian's house,Civilian,Residential Area,unkn,unkn,,unkn,
02959,24/08/2015,Saada,Haydan,Marran,Residential Area,Civilian,Residential Area,unkn,unkn,,unkn,
02960,24/08/2015,Saada,Kitaf Wa Al-Boqe'e,"Al-Qama'a, Al-Far'",Residential Area,Civilian,Residential Area,unkn,11,,unkn,
02961,24/08/2015,Saada,Haydan,Marran,Telecommunications Network,Infrastructure,Communication,unkn,8,,unkn,
02962,24/08/2015,Saada,Al-Dhaher,-,-,Unknown,Unknown,unkn,10,,unkn,
02963,24/08/2015,Saada,Baqim,"Al-Qirad, Al-Majda'",Residential Area,Civilian,Residential Area,unkn,6,,unkn,
02964,24/08/2015,Taiz,Al-Qaherah,Old Cirt,Residential Area,Civilian,Residential Area,unkn,unkn,,Afternoon,
02965,24/08/2015,Taiz,Salah,Al-Hawban,Checkpoint,Military_Security_Target,Checkpoints,unkn,unkn,,Afternoon,
02966,24/08/2015,Taiz,Salah,-,House (reportedly belonging to a business man),Civilian,Residential Area,unkn,unkn,,Afternoon,
02967,24/08/2015,Taiz,Salah,Al-Harir,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Afternoon,
02968,24/08/2015,Taiz,Salah,Softil,Tank,Military_Security_Target,Moving Target (weapons/fighters),unkn,unkn,,Afternoon,
02969,24/08/2015,Taiz,Salah,Al-Sallal mountain,Pro-Houthi forces tanks localise ,Military_Security_Target,Moving Target (weapons/fighters),unkn,unkn,,Afternoon,
02970,25/08/2015,Bayda,Al-Bayda City,-,Agricultur office,Infrastructure,Gov. Compounds,unkn,2,,Midday,
02971,25/08/2015,Bayda,Al-Bayda City,-,Hostel,Infrastructure,Sport Facility,unkn,unkn,,Midday,
02972,25/08/2015,Bayda,Al-Bayda City,-,SSF camp,Military_Security_Target,Military Site,unkn,5,,Midday,
02973,25/08/2015,Bayda,Mukayras,"Areeb, Hayd Ahl Qasim",Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Midday,
02974,25/08/2015,Bayda,Mukayras,-,117th Mechanized Infantry Brigade (Al-Majd Military Camp),Military_Security_Target,Military Site,unkn,2,,unkn,
02975,25/08/2015,Bayda,Mukayras,"Burkan, Al-Ma'adhin, Shohror, Oqlah Al-Sadah",Pro-Houthi forces,Military_Security_Target,Forces,unkn,10,,unkn,
02976,25/08/2015,Bayda,Mukayras,Al-Khazinah,Al-Khazinah Military Site,Military_Security_Target,Military Site,unkn,4,,unkn,
02977,25/08/2015,Bayda,Mukayras,Al-Fadda (near Al-Eisi school),Pro-Houthi forces,Military_Security_Target,Forces,unkn,1,,unkn,
02978,25/08/2015,Hudaydah,Bait Al-Faqih,-,Governmental compound,Infrastructure,Gov. Compounds,unkn,3+,,Morning,
02979,25/08/2015,Hudaydah,Bait Al-Faqih,Near the Governmental compound,House under construction,Civilian,Residential Area,unkn,1,,Morning,
02980,25/08/2015,Hudaydah,Al-Hawk,-,Al-Shayma'a educational compound,Educational_facility,Institute,unkn,unkn,,unkn,
02981,25/08/2015,Hudaydah,Al-Mansoriyah,-,Al-Fawz school,Educational_facility,School,unkn,unkn,,unkn,
02982,25/08/2015,Jawf,Khab Wa Al-Sha'af,Maqa'ar,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,unkn,
02983,25/08/2015,Jawf,Al-Hazm,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,8,,unkn,
02984,25/08/2015,Marib,Sirwah,Al-Mashjah,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Midday,
02985,25/08/2015,Marib,Harib,Najd Marqad,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,unkn,
02986,25/08/2015,Saada,Sa'ada,Qahzah,Sa'ada airport,Infrastructure,Transport,unkn,unkn,,Midday,
02987,25/08/2015,Saada,Sa'ada,-,Fuel truck,Economic_infrastructure,Oil & Gas,unkn,unkn,,Midday,
02988,25/08/2015,Saada,Razih,Burkan,Residential Area,Civilian,Residential Area,unkn,unkn,,unkn,
02989,25/08/2015,Saada,Kitaf Wa Al-Boqe'e,Al-Atfain,Al-Atfain clinic,Medical_Facility,Clinic,unkn,3,,unkn,
02990,25/08/2015,Taiz,Al-Mukha,-,Coastal defense military camp,Military_Security_Target,Military Site,unkn,6,,Evening,
02991,25/08/2015,Taiz,Al-Mukha,-,Quarry,Medical_Facility,Other,unkn,9,,Evening,
02992,26/08/2015,Capital,Al-Sab'ein,Al-Nahdain,Presidential Palace,Military_Security_Target,Military Site,unkn,unkn,,Morning,
02993,26/08/2015,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,unkn,3,,Morning,
02994,26/08/2015,Sanaa,Sanhan,Amad village,Abandoned house,Civilian,Residential Area,unkn,1,,Morning,
02995,26/08/2015,Sanaa,Sanhan,Al-Sawad,Al-Sawad Military Camp,Military_Security_Target,Military Site,unkn,unkn,,Morning,
02996,26/08/2015,Sanaa,Sanhan,Qa'a Al-Qaidhi,Civilian's house,Civilian,Residential Area,unkn,1,,unkn,
02997,26/08/2015,Hajja,Abs,-,26th Mechanized Infantry Brigade,Military_Security_Target,Military Site,unkn,unkn,,unkn,
02998,26/08/2015,Hajja,Harad,Old City,Pro-Houthi forces,Military_Security_Target,Military Site,unkn,4,,Night,
02999,26/08/2015,Hudaydah,Bait Al-Faqih,Al-Hussayniyah,Presidential Palace,Military_Security_Target,Forces,unkn,unkn,,Morning,
03000,26/08/2015,Hudaydah,Bait Al-Faqih,Al-Masaudi,Pro-Houthi forces,Military_Security_Target,Moving Target (weapons/fighters),unkn,unkn,,Evening,
03001,26/08/2015,Hudaydah,Al-Zaydiyah,-,Al-Harazi building,Civilian,Residential Area,unkn,unkn,,Evening,
03002,26/08/2015,Hudaydah,Al-Khawkhah,-,Pro-Houthi forces,Military_Security_Target,Moving Target (weapons/fighters),unkn,unkn,,Evening,
03003,26/08/2015,Marib,Harib,Najd Marqad,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Early-Morning,
03004,26/08/2015,Marib,Harib,Najd Marqad,Najd Marqad Military Site,Military_Security_Target,Military Site,unkn,unkn,,Evening,
03005,26/08/2015,Saada,Sa'ada,Kahlan,Kahlan Military Camp,Military_Security_Target,Military Site,unkn,unkn,,unkn,
03006,26/08/2015,Saada,Sa'ada,Qahzah,Sa'ada airport,Infrastructure,Transport,unkn,unkn,,unkn,
03007,26/08/2015,Saada,Sihar,Ghalfaqan mountain,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,unkn,
03008,26/08/2015,Saada,Al-Safra'a,Dammaj,Telecommunications Network,Infrastructure,Communication,unkn,1,,unkn,
03009,26/08/2015,Shabwa,Bayhan,Dhahba,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Early-Morning,
03010,27/08/2015,Capital,Al-Sab'ein,Al-Nahdain,Presidential Palace,Military_Security_Target,Military Site,unkn,3,,Evening,Same Report
03011,27/08/2015,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,unkn,3,,Evening,
03012,27/08/2015,Sanaa,Sanhan,-,House,Political_Tribal,Figure,unkn,2,,Midday,
03013,27/08/2015,Amran,Khamir,-,-,Unknown,Unknown,unkn,unkn,,unkn,
03014,27/08/2015,Amran,Al-Ashah,-,-,Unknown,Unknown,unkn,unkn,,unkn,
03015,27/08/2015,Bayda,Al-Bayda City,-,SSF camp,Military_Security_Target,Military Site,unkn,3,,unkn,
03016,27/08/2015,Hajja,Abs,Om Al-Dhab,Al-Hamdani farm,Economic_infrastructure,Farms,unkn,unkn,,unkn,
03017,27/08/2015,Hudaydah,Al-Hawk,Airport road,Al-Shayma'a Education compound,Educational_facility,Other,unkn,unkn,,Early-Morning,
03018,27/08/2015,Marib,Marib,"Al-Fao, Al-Jufainah, Al-Sailah, Al-Balaq",Pro-Houthi forces,Military_Security_Target,Forces,unkn,8,,Midday,
03019,27/08/2015,Marib,Marib,Al-Jufainah,Tank,Military_Security_Target,Moving Target (weapons/fighters),unkn,1,,Evening,
03020,27/08/2015,Marib,,,Weapons storage,Military_Security_Target,Weapon storage,unkn,1,,Evening,
03021,27/08/2015,Saada,Razih,Dahwan,Civilians' houses,Civilian,Residential Area,unkn,unkn,,unkn,
03022,27/08/2015,Saada,Kitaf Wa Al-Boqe'e,Al-Rohbi,15 Tanks,Military_Security_Target,Moving Target (weapons/fighters),unkn,unkn,,Evening,
03023,27/08/2015,Saada,Majz,Al-Jama'alah,Saleh area,Unknown,Unknown,unkn,2,,Evening,
03024,27/08/2015,Saada,Haydan,Joma'ah Bin Fadhil,School,Educational_facility,School,unkn,5,,Evening,
